DayIdx,Date,Period,Student,Subject,Teacher,Booth,Type
7,Day8(Mon),8,S040,Math,T06,8,Seasonal
7,Day8(Mon),8,S065,English,T09,10,Seasonal
7,Day8(Mon),8,S057,Social,T11,9,Seasonal
8,Day9(Tue),1,Reg(ExistingStudent),Science,T03,9,Regular
8,Day9(Tue),1,Reg(ExistingStudent),Japanese,T05,2,Regular
8,Day9(Tue),1,Reg(ExistingStudent),Science,T09,6,Regular
8,Day9(Tue),1,Reg(ExistingStudent),Japanese,T10,3,Regular
8,Day9(Tue),3,Reg(ExistingStudent),Science,T09,10,Regular
8,Day9(Tue),3,Reg(ExistingStudent),Math,T10,9,Regular
8,Day9(Tue),3,Reg(ExistingStudent),Japanese,T14,7,Regular
8,Day9(Tue),4,Reg(ExistingStudent),Social,T02,1,Regular
8,Day9(Tue),4,S075,English,T05,10,Seasonal
8,Day9(Tue),4,Reg(ExistingStudent),English,T05,4,Regular
8,Day9(Tue),4,S026,Science,T07,2,Seasonal
8,Day9(Tue),4,S010,Science,T09,4,Seasonal
8,Day9(Tue),4,Reg(ExistingStudent),English,T09,2,Regular
8,Day9(Tue),4,Reg(ExistingStudent),Math,T10,9,Regular
8,Day9(Tue),4,S071,Math,T14,1,Seasonal
8,Day9(Tue),5,Reg(ExistingStudent),Social,T02,1,Regular
8,Day9(Tue),5,Reg(ExistingStudent),English,T03,1,Regular
8,Day9(Tue),5,S032,Science,T04,7,Seasonal
8,Day9(Tue),5,S050,Japanese,T05,2,Seasonal
8,Day9(Tue),5,Reg(ExistingStudent),Math,T06,9,Regular
8,Day9(Tue),5,S063,Science,T07,10,Seasonal
8,Day9(Tue),5,S073,Science,T09,4,Seasonal
8,Day9(Tue),5,S008,Math,T11,1,Seasonal
8,Day9(Tue),5,Reg(ExistingStudent),Japanese,T12,8,Regular
8,Day9(Tue),5,S006,Japanese,T14,8,Seasonal
8,Day9(Tue),6,Reg(ExistingStudent),Science,T02,9,Regular
8,Day9(Tue),6,S074,Math,T04,9,Seasonal
8,Day9(Tue),6,Reg(ExistingStudent),Math,T04,5,Regular
8,Day9(Tue),6,S059,Japanese,T05,2,Seasonal
8,Day9(Tue),6,S044,Science,T07,1,Seasonal
8,Day9(Tue),6,Reg(ExistingStudent),Japanese,T07,10,Regular
8,Day9(Tue),6,S052,English,T08,4,Seasonal
8,Day9(Tue),6,Reg(ExistingStudent),English,T09,1,Regular
8,Day9(Tue),6,S063,Math,T10,7,Seasonal
8,Day9(Tue),6,S043,Social,T11,3,Seasonal
8,Day9(Tue),6,S065,Science,T14,8,Seasonal
8,Day9(Tue),7,S046,Math,T04,4,Seasonal
8,Day9(Tue),7,S073,Math,T08,8,Seasonal
8,Day9(Tue),7,Reg(ExistingStudent),Science,T09,7,Regular
8,Day9(Tue),7,S035,Math,T10,2,Seasonal
8,Day9(Tue),7,Reg(ExistingStudent),Math,T10,3,Regular
8,Day9(Tue),7,S001,Math,T11,9,Seasonal
8,Day9(Tue),7,Reg(ExistingStudent),Math,T13,5,Regular
8,Day9(Tue),8,Reg(ExistingStudent),Science,T03,7,Regular
8,Day9(Tue),8,Reg(ExistingStudent),Math,T06,8,Regular
8,Day9(Tue),8,Reg(ExistingStudent),Science,T09,7,Regular
8,Day9(Tue),8,Reg(ExistingStudent),Social,T10,4,Regular
8,Day9(Tue),8,Reg(ExistingStudent),Japanese,T12,5,Regular
9,Day10(Wed),1,Reg(ExistingStudent),Science,T03,2,Regular
9,Day10(Wed),1,Reg(ExistingStudent),Social,T05,8,Regular
9,Day10(Wed),1,Reg(ExistingStudent),Math,T06,9,Regular
9,Day10(Wed),1,Reg(ExistingStudent),Japanese,T08,5,Regular
9,Day10(Wed),3,Reg(ExistingStudent),English,T05,1,Regular
9,Day10(Wed),3,Reg(ExistingStudent),Math,T06,10,Regular
9,Day10(Wed),3,Reg(ExistingStudent),Science,T07,9,Regular
9,Day10(Wed),4,Reg(ExistingStudent),Math,T04,7,Regular
9,Day10(Wed),4,Reg(ExistingStudent),English,T06,8,Regular
9,Day10(Wed),4,Reg(ExistingStudent),Science,T07,2,Regular
9,Day10(Wed),4,Reg(ExistingStudent),Science,T14,5,Regular
9,Day10(Wed),5,Reg(ExistingStudent),Math,T14,4,Regular
9,Day10(Wed),7,Reg(ExistingStudent),Science,T03,8,Regular
9,Day10(Wed),7,Reg(ExistingStudent),Japanese,T07,7,Regular
9,Day10(Wed),7,Reg(ExistingStudent),Japanese,T10,4,Regular
9,Day10(Wed),8,Reg(ExistingStudent),English,T12,6,Regular
9,Day10(Wed),8,Reg(ExistingStudent),English,T15,4,Regular
10,Day11(Thu),1,Reg(ExistingStudent),Japanese,T07,10,Regular
10,Day11(Thu),1,Reg(ExistingStudent),Science,T11,1,Regular
10,Day11(Thu),1,Reg(ExistingStudent),Japanese,T12,2,Regular
10,Day11(Thu),2,Reg(ExistingStudent),Math,T11,2,Regular
10,Day11(Thu),2,Reg(ExistingStudent),English,T12,8,Regular
10,Day11(Thu),2,Reg(ExistingStudent),Japanese,T15,2,Regular
10,Day11(Thu),3,Reg(ExistingStudent),Science,T04,6,Regular
10,Day11(Thu),3,Reg(ExistingStudent),Japanese,T05,10,Regular
10,Day11(Thu),3,Reg(ExistingStudent),Science,T14,9,Regular
10,Day11(Thu),3,Reg(ExistingStudent),English,T15,6,Regular
10,Day11(Thu),4,Reg(ExistingStudent),Social,T01,3,Regular
10,Day11(Thu),4,S069,Japanese,T08,1,Seasonal
10,Day11(Thu),4,Reg(ExistingStudent),English,T09,5,Regular
10,Day11(Thu),4,Reg(ExistingStudent),Math,T11,7,Regular
10,Day11(Thu),5,S044,Japanese,T01,7,Seasonal
10,Day11(Thu),5,S074,Science,T07,4,Seasonal
10,Day11(Thu),5,Reg(ExistingStudent),Japanese,T07,8,Regular
10,Day11(Thu),5,S052,English,T08,5,Seasonal
10,Day11(Thu),6,S048,Social,T01,2,Seasonal
10,Day11(Thu),6,Reg(ExistingStudent),Science,T04,5,Regular
10,Day11(Thu),6,S026,Science,T07,3,Seasonal
10,Day11(Thu),6,S072,Japanese,T08,10,Seasonal
10,Day11(Thu),6,Reg(ExistingStudent),English,T12,5,Regular
10,Day11(Thu),7,Reg(ExistingStudent),Science,T02,10,Regular
10,Day11(Thu),7,Reg(ExistingStudent),Science,T07,1,Regular
10,Day11(Thu),7,Reg(ExistingStudent),Science,T15,1,Regular
10,Day11(Thu),8,Reg(ExistingStudent),English,T05,1,Regular
10,Day11(Thu),8,Reg(ExistingStudent),Science,T07,3,Regular
10,Day11(Thu),8,Reg(ExistingStudent),Science,T09,5,Regular
10,Day11(Thu),8,Reg(ExistingStudent),Math,T14,2,Regular
11,Day12(Fri),1,Reg(ExistingStudent),Social,T02,2,Regular
11,Day12(Fri),1,Reg(ExistingStudent),English,T06,3,Regular
11,Day12(Fri),1,Reg(ExistingStudent),Japanese,T10,7,Regular
11,Day12(Fri),2,Reg(ExistingStudent),Japanese,T07,8,Regular
11,Day12(Fri),2,Reg(ExistingStudent),Social,T10,4,Regular
11,Day12(Fri),3,Reg(ExistingStudent),Science,T03,5,Regular
11,Day12(Fri),3,Reg(ExistingStudent),Math,T06,10,Regular
11,Day12(Fri),3,Reg(ExistingStudent),English,T09,2,Regular
11,Day12(Fri),3,Reg(ExistingStudent),English,T13,5,Regular
11,Day12(Fri),4,Reg(ExistingStudent),Japanese,T02,5,Regular
11,Day12(Fri),4,Reg(ExistingStudent),English,T05,7,Regular
11,Day12(Fri),4,S076,Math,T06,3,Seasonal
11,Day12(Fri),4,Reg(ExistingStudent),Math,T13,10,Regular
11,Day12(Fri),5,S015,Science,T03,10,Seasonal
11,Day12(Fri),5,S058,English,T06,4,Seasonal
11,Day12(Fri),5,S004,Math,T10,6,Seasonal
11,Day12(Fri),6,S013,Science,T03,8,Seasonal
11,Day12(Fri),6,S041,Math,T06,10,Seasonal
11,Day12(Fri),6,Reg(ExistingStudent),Social,T06,1,Regular
11,Day12(Fri),6,S018,Math,T10,5,Seasonal
11,Day12(Fri),7,Reg(ExistingStudent),Science,T01,9,Regular
11,Day12(Fri),7,Reg(ExistingStudent),English,T08,3,Regular
11,Day12(Fri),7,Reg(ExistingStudent),Japanese,T12,8,Regular
11,Day12(Fri),8,Reg(ExistingStudent),Science,T03,9,Regular
11,Day12(Fri),8,Reg(ExistingStudent),Japanese,T07,8,Regular
11,Day12(Fri),8,Reg(ExistingStudent),English,T09,5,Regular
12,Day13(Sat),1,Reg(ExistingStudent),Science,T01,10,Regular
12,Day13(Sat),2,Reg(ExistingStudent),Science,T04,3,Regular
12,Day13(Sat),2,Reg(ExistingStudent),English,T08,4,Regular
12,Day13(Sat),3,Reg(ExistingStudent),Science,T02,9,Regular
12,Day13(Sat),3,Reg(ExistingStudent),Math,T04,9,Regular
12,Day13(Sat),3,Reg(ExistingStudent),Japanese,T15,4,Regular
12,Day13(Sat),4,Reg(ExistingStudent),Japanese,T02,4,Regular
12,Day13(Sat),4,S078,Science,T11,10,Seasonal
12,Day13(Sat),5,Reg(ExistingStudent),Social,T01,8,Regular
12,Day13(Sat),5,S035,Science,T11,8,Seasonal
12,Day13(Sat),5,Reg(ExistingStudent),Social,T11,4,Regular
12,Day13(Sat),5,S041,English,T13,3,Seasonal
12,Day13(Sat),5,S047,Science,T15,1,Seasonal
12,Day13(Sat),6,S037,Japanese,T01,10,Seasonal
12,Day13(Sat),6,Reg(ExistingStudent),Japanese,T02,1,Regular
12,Day13(Sat),6,Reg(ExistingStudent),English,T06,9,Regular
12,Day13(Sat),6,S079,Math,T08,1,Seasonal
12,Day13(Sat),6,Reg(ExistingStudent),Math,T08,2,Regular
12,Day13(Sat),6,Reg(ExistingStudent),English,T09,9,Regular
12,Day13(Sat),6,Reg(ExistingStudent),Math,T11,3,Regular
12,Day13(Sat),6,S030,Math,T13,3,Seasonal
12,Day13(Sat),6,S042,Science,T14,5,Seasonal
12,Day13(Sat),6,S005,Japanese,T15,8,Seasonal
12,Day13(Sat),7,S032,Japanese,T01,5,Seasonal
12,Day13(Sat),7,Reg(ExistingStudent),Math,T04,7,Regular
12,Day13(Sat),7,Reg(ExistingStudent),Science,T07,6,Regular
12,Day13(Sat),7,S036,Japanese,T08,8,Seasonal
12,Day13(Sat),7,S015,Japanese,T14,6,Seasonal
12,Day13(Sat),7,S054,Japanese,T15,2,Seasonal
12,Day13(Sat),8,Reg(ExistingStudent),Japanese,T01,1,Regular
12,Day13(Sat),8,Reg(ExistingStudent),Japanese,T07,7,Regular
12,Day13(Sat),8,S059,Math,T08,4,Seasonal
12,Day13(Sat),8,Reg(ExistingStudent),Social,T10,10,Regular
12,Day13(Sat),8,Reg(ExistingStudent),English,T15,5,Regular
13,Day14(Sun),1,Reg(ExistingStudent),Japanese,T01,9,Regular
13,Day14(Sun),1,Reg(ExistingStudent),English,T09,10,Regular
13,Day14(Sun),3,Reg(ExistingStudent),Science,T01,7,Regular
13,Day14(Sun),3,S015,Science,T03,4,Seasonal
13,Day14(Sun),3,S028,Science,T04,10,Seasonal
13,Day14(Sun),3,S009,Math,T08,2,Seasonal
13,Day14(Sun),3,Reg(ExistingStudent),English,T12,6,Regular
13,Day14(Sun),4,S066,Science,T03,4,Seasonal
13,Day14(Sun),4,S032,Science,T04,10,Seasonal
13,Day14(Sun),4,S029,Japanese,T08,5,Seasonal
13,Day14(Sun),4,S073,Science,T09,9,Seasonal
13,Day14(Sun),4,Reg(ExistingStudent),Science,T11,9,Regular
13,Day14(Sun),5,S046,Math,T04,9,Seasonal
13,Day14(Sun),5,S059,Japanese,T05,2,Seasonal
13,Day14(Sun),5,Reg(ExistingStudent),Social,T05,10,Regular
13,Day14(Sun),5,S056,Math,T08,3,Seasonal
13,Day14(Sun),5,S068,English,T09,10,Seasonal
13,Day14(Sun),5,S003,Social,T11,8,Seasonal
13,Day14(Sun),5,Reg(ExistingStudent),Social,T11,3,Regular
13,Day14(Sun),5,Reg(ExistingStudent),Japanese,T15,7,Regular
13,Day14(Sun),6,Reg(ExistingStudent),Japanese,T02,5,Regular
13,Day14(Sun),6,S006,English,T05,6,Seasonal
13,Day14(Sun),6,Reg(ExistingStudent),Math,T08,4,Regular
13,Day14(Sun),6,S001,Math,T11,5,Seasonal
13,Day14(Sun),6,S017,Math,T14,9,Seasonal
13,Day14(Sun),6,Reg(ExistingStudent),Math,T14,3,Regular
13,Day14(Sun),6,Reg(ExistingStudent),Science,T15,3,Regular
13,Day14(Sun),7,Reg(ExistingStudent),English,T03,9,Regular
13,Day14(Sun),7,Reg(ExistingStudent),Science,T04,3,Regular
13,Day14(Sun),7,S039,Japanese,T05,2,Seasonal
13,Day14(Sun),7,Reg(ExistingStudent),Japanese,T05,10,Regular
13,Day14(Sun),7,S057,Math,T10,9,Seasonal
13,Day14(Sun),7,Reg(ExistingStudent),Math,T11,6,Regular
13,Day14(Sun),7,S065,Science,T14,7,Seasonal
13,Day14(Sun),8,Reg(ExistingStudent),Science,T03,8,Regular
13,Day14(Sun),8,Reg(ExistingStudent),English,T08,5,Regular
13,Day14(Sun),8,S035,Math,T10,10,Seasonal
