DayIdx,Date,Period,Student,Subject,Teacher,Booth,Type
4,Day5(Fri),7,Reg(ExistingStudent),Science,T10,9,Regular
4,Day5(Fri),8,S032,Math,T02,3,Seasonal
5,Day6(Sat),1,Reg(ExistingStudent),Science,T07,8,Regular
5,Day6(Sat),2,Reg(ExistingStudent),Japanese,T02,3,Regular
5,Day6(Sat),2,Reg(ExistingStudent),Math,T07,2,Regular
5,Day6(Sat),2,Reg(ExistingStudent),Social,T08,6,Regular
5,Day6(Sat),2,Reg(ExistingStudent),Social,T09,9,Regular
5,Day6(Sat),2,Reg(ExistingStudent),Science,T10,5,Regular
5,Day6(Sat),2,Reg(ExistingStudent),Social,T11,5,Regular
5,Day6(Sat),2,Reg(ExistingStudent),Social,T13,10,Regular
5,Day6(Sat),2,Reg(ExistingStudent),Social,T14,7,Regular
5,Day6(Sat),3,Reg(ExistingStudent),Japanese,T01,4,Regular
5,Day6(Sat),3,Reg(ExistingStudent),Math,T07,7,Regular
5,Day6(Sat),3,S062,English,T15,4,Seasonal
5,Day6(Sat),4,S025,Japanese,T11,5,Seasonal
5,Day6(Sat),4,Reg(ExistingStudent),English,T15,6,Regular
5,Day6(Sat),5,Reg(ExistingStudent),Japanese,T01,10,Regular
5,Day6(Sat),5,S038,Science,T07,3,Seasonal
5,Day6(Sat),5,Reg(ExistingStudent),Japanese,T08,3,Regular
5,Day6(Sat),5,Reg(ExistingStudent),Math,T10,4,Regular
5,Day6(Sat),5,S078,Math,T13,7,Seasonal
5,Day6(Sat),5,Reg(ExistingStudent),English,T14,10,Regular
5,Day6(Sat),6,Reg(ExistingStudent),Science,T01,7,Regular
5,Day6(Sat),6,Reg(ExistingStudent),Japanese,T06,1,Regular
5,Day6(Sat),6,Reg(ExistingStudent),English,T09,2,Regular
5,Day6(Sat),6,Reg(ExistingStudent),Math,T10,7,Regular
5,Day6(Sat),6,Reg(ExistingStudent),Japanese,T11,8,Regular
5,Day6(Sat),6,Reg(ExistingStudent),Math,T13,1,Regular
5,Day6(Sat),6,S078,Japanese,T15,2,Seasonal
5,Day6(Sat),7,Reg(ExistingStudent),Science,T01,2,Regular
5,Day6(Sat),7,Reg(ExistingStudent),Japanese,T03,7,Regular
5,Day6(Sat),7,S049,Japanese,T06,1,Seasonal
5,Day6(Sat),7,S051,Science,T07,5,Seasonal
5,Day6(Sat),7,S009,Science,T10,2,Seasonal
5,Day6(Sat),7,Reg(ExistingStudent),Math,T11,6,Regular
5,Day6(Sat),7,Reg(ExistingStudent),Social,T14,10,Regular
5,Day6(Sat),8,Reg(ExistingStudent),Math,T02,3,Regular
5,Day6(Sat),8,S061,Social,T06,3,Seasonal
5,Day6(Sat),8,Reg(ExistingStudent),Science,T07,5,Regular
5,Day6(Sat),8,Reg(ExistingStudent),Science,T10,5,Regular
5,Day6(Sat),8,Reg(ExistingStudent),Japanese,T15,1,Regular
6,Day7(Sun),1,Reg(ExistingStudent),Science,T04,8,Regular
6,Day7(Sun),2,Reg(ExistingStudent),English,T01,4,Regular
6,Day7(Sun),2,Reg(ExistingStudent),English,T04,10,Regular
6,Day7(Sun),2,Reg(ExistingStudent),Social,T14,7,Regular
6,Day7(Sun),2,Reg(ExistingStudent),Japanese,T15,10,Regular
6,Day7(Sun),3,Reg(ExistingStudent),Science,T04,1,Regular
6,Day7(Sun),3,S023,Science,T07,4,Seasonal
6,Day7(Sun),3,Reg(ExistingStudent),Social,T10,10,Regular
6,Day7(Sun),4,Reg(ExistingStudent),Social,T11,9,Regular
6,Day7(Sun),4,Reg(ExistingStudent),Japanese,T15,4,Regular
6,Day7(Sun),5,Reg(ExistingStudent),English,T01,3,Regular
6,Day7(Sun),5,Reg(ExistingStudent),Social,T02,8,Regular
6,Day7(Sun),5,Reg(ExistingStudent),Science,T05,4,Regular
6,Day7(Sun),5,Reg(ExistingStudent),Social,T08,2,Regular
6,Day7(Sun),5,Reg(ExistingStudent),Science,T10,7,Regular
6,Day7(Sun),6,Reg(ExistingStudent),Social,T03,8,Regular
6,Day7(Sun),6,Reg(ExistingStudent),English,T15,10,Regular
6,Day7(Sun),7,Reg(ExistingStudent),Japanese,T02,9,Regular
6,Day7(Sun),7,Reg(ExistingStudent),Social,T09,7,Regular
6,Day7(Sun),7,S001,English,T14,2,Seasonal
6,Day7(Sun),7,Reg(ExistingStudent),Japanese,T15,7,Regular
6,Day7(Sun),8,Reg(ExistingStudent),Social,T02,3,Regular
6,Day7(Sun),8,Reg(ExistingStudent),Math,T07,3,Regular
6,Day7(Sun),8,S029,Social,T10,1,Seasonal
6,Day7(Sun),8,Reg(ExistingStudent),Math,T12,8,Regular
6,Day7(Sun),8,S053,English,T15,6,Seasonal
7,Day8(Mon),1,Reg(ExistingStudent),Japanese,T06,7,Regular
7,Day8(Mon),1,Reg(ExistingStudent),Social,T11,4,Regular
7,Day8(Mon),2,Reg(ExistingStudent),Social,T09,5,Regular
7,Day8(Mon),2,Reg(ExistingStudent),Science,T10,2,Regular
7,Day8(Mon),2,Reg(ExistingStudent),Math,T12,10,Regular
7,Day8(Mon),2,Reg(ExistingStudent),Japanese,T15,4,Regular
7,Day8(Mon),3,Reg(ExistingStudent),Japanese,T01,9,Regular
7,Day8(Mon),3,Reg(ExistingStudent),Science,T04,8,Regular
7,Day8(Mon),3,S015,Math,T12,10,Seasonal
7,Day8(Mon),3,S047,Social,T13,9,Seasonal
7,Day8(Mon),3,Reg(ExistingStudent),English,T15,4,Regular
7,Day8(Mon),4,Reg(ExistingStudent),Japanese,T01,4,Regular
7,Day8(Mon),4,S052,Science,T04,6,Seasonal
7,Day8(Mon),4,Reg(ExistingStudent),Japanese,T05,4,Regular
7,Day8(Mon),4,Reg(ExistingStudent),Social,T08,7,Regular
7,Day8(Mon),4,S057,Social,T09,8,Seasonal
7,Day8(Mon),4,S045,Math,T10,7,Seasonal
7,Day8(Mon),4,Reg(ExistingStudent),Math,T12,8,Regular
7,Day8(Mon),4,Reg(ExistingStudent),Social,T13,8,Regular
7,Day8(Mon),4,Reg(ExistingStudent),Social,T15,9,Regular
7,Day8(Mon),5,S060,Math,T02,4,Seasonal
7,Day8(Mon),5,S027,English,T03,5,Seasonal
7,Day8(Mon),5,S061,Japanese,T05,6,Seasonal
7,Day8(Mon),5,Reg(ExistingStudent),Math,T09,3,Regular
7,Day8(Mon),6,Reg(ExistingStudent),English,T01,10,Regular
7,Day8(Mon),6,Reg(ExistingStudent),English,T03,8,Regular
7,Day8(Mon),6,Reg(ExistingStudent),Japanese,T05,4,Regular
7,Day8(Mon),7,S065,Japanese,T05,9,Seasonal
7,Day8(Mon),7,S023,Social,T10,8,Seasonal
7,Day8(Mon),7,S021,Math,T11,3,Seasonal
7,Day8(Mon),8,Reg(ExistingStudent),Japanese,T06,4,Regular
8,Day9(Tue),2,Reg(ExistingStudent),Math,T11,7,Regular
8,Day9(Tue),3,Reg(ExistingStudent),Social,T02,5,Regular
8,Day9(Tue),3,S075,Science,T04,10,Seasonal
8,Day9(Tue),3,Reg(ExistingStudent),Math,T07,6,Regular
8,Day9(Tue),3,Reg(ExistingStudent),Math,T09,3,Regular
8,Day9(Tue),3,S066,English,T13,3,Seasonal
8,Day9(Tue),3,Reg(ExistingStudent),English,T14,10,Regular
8,Day9(Tue),4,Reg(ExistingStudent),English,T04,10,Regular
8,Day9(Tue),4,S076,Science,T05,4,Seasonal
8,Day9(Tue),4,Reg(ExistingStudent),Japanese,T06,5,Regular
8,Day9(Tue),4,Reg(ExistingStudent),Social,T09,2,Regular
8,Day9(Tue),4,Reg(ExistingStudent),Science,T10,1,Regular
8,Day9(Tue),4,Reg(ExistingStudent),Social,T11,1,Regular
8,Day9(Tue),5,S054,Japanese,T05,3,Seasonal
8,Day9(Tue),5,Reg(ExistingStudent),Math,T07,7,Regular
8,Day9(Tue),5,Reg(ExistingStudent),Social,T11,5,Regular
8,Day9(Tue),5,Reg(ExistingStudent),Math,T12,10,Regular
8,Day9(Tue),5,Reg(ExistingStudent),Social,T13,1,Regular
8,Day9(Tue),6,Reg(ExistingStudent),Japanese,T02,3,Regular
8,Day9(Tue),6,S025,English,T03,7,Seasonal
8,Day9(Tue),6,S029,Science,T05,6,Seasonal
8,Day9(Tue),6,Reg(ExistingStudent),Math,T09,8,Regular
8,Day9(Tue),6,Reg(ExistingStudent),Social,T13,4,Regular
8,Day9(Tue),7,Reg(ExistingStudent),Social,T06,1,Regular
8,Day9(Tue),7,Reg(ExistingStudent),Social,T09,1,Regular
8,Day9(Tue),8,S003,Social,T02,7,Seasonal
8,Day9(Tue),8,S008,Japanese,T05,3,Seasonal
8,Day9(Tue),8,Reg(ExistingStudent),Science,T07,5,Regular
8,Day9(Tue),8,Reg(ExistingStudent),Science,T10,9,Regular
8,Day9(Tue),8,Reg(ExistingStudent),English,T13,10,Regular
9,Day10(Wed),1,Reg(ExistingStudent),Math,T12,2,Regular
9,Day10(Wed),2,Reg(ExistingStudent),Science,T04,9,Regular
9,Day10(Wed),3,Reg(ExistingStudent),Japanese,T05,4,Regular
9,Day10(Wed),3,Reg(ExistingStudent),Science,T10,7,Regular
9,Day10(Wed),3,Reg(ExistingStudent),Math,T13,1,Regular
9,Day10(Wed),4,Reg(ExistingStudent),Science,T07,5,Regular
9,Day10(Wed),4,Reg(ExistingStudent),English,T13,9,Regular
9,Day10(Wed),4,S043,English,T15,9,Seasonal
9,Day10(Wed),5,S074,English,T03,10,Seasonal
9,Day10(Wed),5,S044,Math,T07,9,Seasonal
9,Day10(Wed),5,S035,Science,T10,8,Seasonal
9,Day10(Wed),5,S007,Math,T13,4,Seasonal
9,Day10(Wed),5,S006,English,T15,6,Seasonal
9,Day10(Wed),6,S031,Science,T05,7,Seasonal
9,Day10(Wed),6,Reg(ExistingStudent),Social,T06,1,Regular
9,Day10(Wed),6,S035,Math,T07,5,Seasonal
9,Day10(Wed),6,S057,Math,T11,10,Seasonal
9,Day10(Wed),6,Reg(ExistingStudent),Social,T12,4,Regular
9,Day10(Wed),6,Reg(ExistingStudent),Japanese,T15,9,Regular
9,Day10(Wed),7,Reg(ExistingStudent),English,T04,9,Regular
9,Day10(Wed),7,S048,Math,T05,2,Seasonal
9,Day10(Wed),7,S006,Social,T06,9,Seasonal
9,Day10(Wed),8,Reg(ExistingStudent),Social,T03,1,Regular
9,Day10(Wed),8,Reg(ExistingStudent),Japanese,T05,3,Regular
9,Day10(Wed),8,S012,Japanese,T15,6,Seasonal
10,Day11(Thu),1,Reg(ExistingStudent),Science,T01,4,Regular
10,Day11(Thu),1,Reg(ExistingStudent),Science,T04,9,Regular
10,Day11(Thu),1,Reg(ExistingStudent),Social,T08,5,Regular
10,Day11(Thu),1,Reg(ExistingStudent),Social,T12,8,Regular
10,Day11(Thu),2,Reg(ExistingStudent),Social,T08,10,Regular
10,Day11(Thu),2,Reg(ExistingStudent),Math,T09,10,Regular
10,Day11(Thu),2,Reg(ExistingStudent),Math,T12,1,Regular
10,Day11(Thu),3,S054,English,T01,7,Seasonal
10,Day11(Thu),3,Reg(ExistingStudent),Math,T02,7,Regular
10,Day11(Thu),3,S072,Japanese,T05,10,Seasonal
10,Day11(Thu),3,S060,Science,T07,4,Seasonal
10,Day11(Thu),3,S028,Math,T11,6,Seasonal
10,Day11(Thu),4,S056,Science,T05,4,Seasonal
10,Day11(Thu),4,S001,Social,T06,8,Seasonal
10,Day11(Thu),4,S034,English,T09,9,Seasonal
10,Day11(Thu),5,S042,Japanese,T02,8,Seasonal
10,Day11(Thu),5,S061,Social,T06,5,Seasonal
10,Day11(Thu),5,Reg(ExistingStudent),Social,T08,5,Regular
10,Day11(Thu),5,S055,Math,T09,4,Seasonal
10,Day11(Thu),5,Reg(ExistingStudent),English,T15,6,Regular
10,Day11(Thu),6,S049,Japanese,T06,4,Seasonal
10,Day11(Thu),6,Reg(ExistingStudent),Japanese,T08,6,Regular
10,Day11(Thu),6,Reg(ExistingStudent),Social,T09,7,Regular
10,Day11(Thu),6,Reg(ExistingStudent),Japanese,T11,5,Regular
10,Day11(Thu),7,Reg(ExistingStudent),Science,T04,7,Regular
10,Day11(Thu),7,Reg(ExistingStudent),English,T08,5,Regular
10,Day11(Thu),7,Reg(ExistingStudent),Social,T12,1,Regular
10,Day11(Thu),7,Reg(ExistingStudent),Social,T14,4,Regular
10,Day11(Thu),7,Reg(ExistingStudent),Japanese,T15,8,Regular
10,Day11(Thu),8,Reg(ExistingStudent),Social,T06,1,Regular
10,Day11(Thu),8,S045,Social,T12,2,Seasonal
10,Day11(Thu),8,Reg(ExistingStudent),English,T14,2,Regular
10,Day11(Thu),8,S012,English,T15,8,Seasonal
11,Day12(Fri),1,Reg(ExistingStudent),Social,T03,5,Regular
11,Day12(Fri),1,Reg(ExistingStudent),Japanese,T08,6,Regular
11,Day12(Fri),1,Reg(ExistingStudent),Social,T13,2,Regular
11,Day12(Fri),1,Reg(ExistingStudent),English,T15,3,Regular
11,Day12(Fri),2,Reg(ExistingStudent),English,T01,8,Regular
11,Day12(Fri),2,Reg(ExistingStudent),English,T15,10,Regular
11,Day12(Fri),3,S032,Math,T02,4,Seasonal
11,Day12(Fri),3,Reg(ExistingStudent),Japanese,T06,7,Regular
11,Day12(Fri),4,Reg(ExistingStudent),Math,T07,2,Regular
11,Day12(Fri),4,Reg(ExistingStudent),Math,T13,6,Regular
11,Day12(Fri),4,Reg(ExistingStudent),English,T15,1,Regular
11,Day12(Fri),5,S049,English,T01,4,Seasonal
11,Day12(Fri),5,S040,English,T03,10,Seasonal
11,Day12(Fri),5,Reg(ExistingStudent),Japanese,T05,7,Regular
11,Day12(Fri),5,Reg(ExistingStudent),Japanese,T06,8,Regular
11,Day12(Fri),5,S077,Math,T13,7,Seasonal
11,Day12(Fri),5,S011,Japanese,T15,3,Seasonal
11,Day12(Fri),6,Reg(ExistingStudent),English,T01,2,Regular
11,Day12(Fri),6,S062,Japanese,T03,1,Seasonal
11,Day12(Fri),6,Reg(ExistingStudent),Japanese,T05,2,Regular
11,Day12(Fri),6,S073,Science,T07,6,Seasonal
11,Day12(Fri),6,Reg(ExistingStudent),English,T09,5,Regular
11,Day12(Fri),6,S063,Science,T10,5,Seasonal
11,Day12(Fri),6,Reg(ExistingStudent),Social,T13,3,Regular
11,Day12(Fri),7,Reg(ExistingStudent),Social,T02,10,Regular
11,Day12(Fri),7,Reg(ExistingStudent),Science,T07,2,Regular
11,Day12(Fri),7,Reg(ExistingStudent),Math,T10,10,Regular
11,Day12(Fri),7,S062,English,T15,8,Seasonal
11,Day12(Fri),8,Reg(ExistingStudent),Japanese,T03,2,Regular
11,Day12(Fri),8,S068,Math,T05,7,Seasonal
11,Day12(Fri),8,S023,Science,T07,10,Seasonal
11,Day12(Fri),8,Reg(ExistingStudent),Japanese,T08,6,Regular
11,Day12(Fri),8,Reg(ExistingStudent),Science,T10,5,Regular
11,Day12(Fri),8,Reg(ExistingStudent),Social,T12,3,Regular
11,Day12(Fri),8,Reg(ExistingStudent),Social,T13,4,Regular
12,Day13(Sat),1,Reg(ExistingStudent),Japanese,T01,7,Regular
12,Day13(Sat),1,Reg(ExistingStudent),Social,T11,7,Regular
12,Day13(Sat),1,Reg(ExistingStudent),Math,T13,10,Regular
12,Day13(Sat),1,Reg(ExistingStudent),English,T14,7,Regular
12,Day13(Sat),1,Reg(ExistingStudent),Japanese,T15,7,Regular
12,Day13(Sat),2,Reg(ExistingStudent),English,T14,2,Regular
12,Day13(Sat),3,Reg(ExistingStudent),English,T03,8,Regular
12,Day13(Sat),3,Reg(ExistingStudent),Social,T06,2,Regular
12,Day13(Sat),3,S045,Math,T10,1,Seasonal
12,Day13(Sat),3,S067,English,T13,5,Seasonal
12,Day13(Sat),4,S048,Science,T01,3,Seasonal
12,Day13(Sat),4,S038,Science,T07,9,Seasonal
12,Day13(Sat),4,S011,Math,T10,7,Seasonal
12,Day13(Sat),4,S024,Math,T13,4,Seasonal
12,Day13(Sat),4,S001,English,T14,5,Seasonal
12,Day13(Sat),4,Reg(ExistingStudent),Japanese,T15,10,Regular
12,Day13(Sat),5,Reg(ExistingStudent),Japanese,T01,3,Regular
12,Day13(Sat),5,Reg(ExistingStudent),Social,T03,5,Regular
12,Day13(Sat),5,Reg(ExistingStudent),Japanese,T11,9,Regular
12,Day13(Sat),6,Reg(ExistingStudent),Social,T02,5,Regular
12,Day13(Sat),6,S079,Social,T03,3,Seasonal
12,Day13(Sat),6,Reg(ExistingStudent),Math,T07,2,Regular
12,Day13(Sat),6,S009,Science,T10,1,Seasonal
12,Day13(Sat),6,S078,Japanese,T15,10,Seasonal
12,Day13(Sat),7,Reg(ExistingStudent),Science,T07,5,Regular
12,Day13(Sat),7,S050,Social,T08,10,Seasonal
12,Day13(Sat),7,Reg(ExistingStudent),Social,T15,5,Regular
12,Day13(Sat),8,S059,Science,T01,10,Seasonal
12,Day13(Sat),8,Reg(ExistingStudent),English,T04,9,Regular
12,Day13(Sat),8,S064,Japanese,T08,8,Seasonal
12,Day13(Sat),8,S029,Social,T10,3,Seasonal
12,Day13(Sat),8,Reg(ExistingStudent),Japanese,T11,4,Regular
13,Day14(Sun),1,Reg(ExistingStudent),Science,T04,9,Regular
13,Day14(Sun),1,Reg(ExistingStudent),Social,T11,6,Regular
13,Day14(Sun),1,Reg(ExistingStudent),Social,T12,5,Regular
13,Day14(Sun),2,Reg(ExistingStudent),English,T04,1,Regular
13,Day14(Sun),2,Reg(ExistingStudent),Social,T12,6,Regular
13,Day14(Sun),2,Reg(ExistingStudent),English,T14,5,Regular
13,Day14(Sun),2,Reg(ExistingStudent),Social,T15,10,Regular
13,Day14(Sun),3,Reg(ExistingStudent),Japanese,T03,4,Regular
13,Day14(Sun),3,Reg(ExistingStudent),Science,T04,2,Regular
13,Day14(Sun),3,Reg(ExistingStudent),English,T09,5,Regular
13,Day14(Sun),3,S021,Math,T11,2,Seasonal
13,Day14(Sun),3,Reg(ExistingStudent),Math,T12,2,Regular
13,Day14(Sun),4,S069,Math,T02,8,Seasonal
13,Day14(Sun),4,Reg(ExistingStudent),Science,T04,1,Regular
13,Day14(Sun),4,Reg(ExistingStudent),English,T14,4,Regular
13,Day14(Sun),4,Reg(ExistingStudent),Japanese,T15,1,Regular
13,Day14(Sun),5,Reg(ExistingStudent),English,T01,10,Regular
13,Day14(Sun),5,Reg(ExistingStudent),English,T03,8,Regular
13,Day14(Sun),5,S072,Math,T05,9,Seasonal
13,Day14(Sun),5,Reg(ExistingStudent),Science,T07,6,Regular
13,Day14(Sun),5,Reg(ExistingStudent),English,T14,9,Regular
13,Day14(Sun),5,S031,Japanese,T15,8,Seasonal
13,Day14(Sun),6,S075,Science,T04,3,Seasonal
13,Day14(Sun),6,S033,English,T08,4,Seasonal
13,Day14(Sun),6,S057,Social,T09,8,Seasonal
13,Day14(Sun),6,Reg(ExistingStudent),Math,T11,2,Regular
13,Day14(Sun),7,Reg(ExistingStudent),Science,T01,3,Regular
13,Day14(Sun),7,Reg(ExistingStudent),Math,T02,1,Regular
13,Day14(Sun),7,Reg(ExistingStudent),English,T04,2,Regular
13,Day14(Sun),7,S015,Math,T12,6,Seasonal
